Entity,Code,Year,Income classifications (World Bank (2017)),primary_key
Costa Rica,CRI,2009,Upper-middle income,CRI_2009
Costa Rica,CRI,2010,Upper-middle income,CRI_2010
Costa Rica,CRI,2011,Upper-middle income,CRI_2011
Costa Rica,CRI,2012,Upper-middle income,CRI_2012
Costa Rica,CRI,2013,Upper-middle income,CRI_2013
Costa Rica,CRI,2014,Upper-middle income,CRI_2014
Costa Rica,CRI,2015,Upper-middle income,CRI_2015
Costa Rica,CRI,2016,Upper-middle income,CRI_2016
Cote d'Ivoire,CIV,1987,Lower-middle income,CIV_1987
Cote d'Ivoire,CIV,1988,Lower-middle income,CIV_1988
Cote d'Ivoire,CIV,1989,Lower-middle income,CIV_1989
Cote d'Ivoire,CIV,1990,Lower-middle income,CIV_1990
Cote d'Ivoire,CIV,1991,Lower-middle income,CIV_1991
Cote d'Ivoire,CIV,1992,Lower-middle income,CIV_1992
Cote d'Ivoire,CIV,1993,Low income,CIV_1993
Cote d'Ivoire,CIV,1994,Low income,CIV_1994
Cote d'Ivoire,CIV,1995,Low income,CIV_1995
Cote d'Ivoire,CIV,1996,Low income,CIV_1996
Cote d'Ivoire,CIV,1997,Low income,CIV_1997
Cote d'Ivoire,CIV,1998,Low income,CIV_1998
Cote d'Ivoire,CIV,1999,Low income,CIV_1999
Cote d'Ivoire,CIV,2000,Low income,CIV_2000
Cote d'Ivoire,CIV,2001,Low income,CIV_2001
Cote d'Ivoire,CIV,2002,Low income,CIV_2002
Cote d'Ivoire,CIV,2003,Low income,CIV_2003
Cote d'Ivoire,CIV,2004,Low income,CIV_2004
Cote d'Ivoire,CIV,2005,Low income,CIV_2005
Cote d'Ivoire,CIV,2006,Low income,CIV_2006
Cote d'Ivoire,CIV,2007,Low income,CIV_2007
Cote d'Ivoire,CIV,2008,Lower-middle income,CIV_2008
Cote d'Ivoire,CIV,2009,Lower-middle income,CIV_2009
Cote d'Ivoire,CIV,2010,Lower-middle income,CIV_2010
Cote d'Ivoire,CIV,2011,Lower-middle income,CIV_2011
Cote d'Ivoire,CIV,2012,Lower-middle income,CIV_2012
Cote d'Ivoire,CIV,2013,Lower-middle income,CIV_2013
Cote d'Ivoire,CIV,2014,Lower-middle income,CIV_2014
Cote d'Ivoire,CIV,2015,Lower-middle income,CIV_2015
Cote d'Ivoire,CIV,2016,Lower-middle income,CIV_2016
Croatia,HRV,1987,Not categorized,HRV_1987
Croatia,HRV,1988,Not categorized,HRV_1988
Croatia,HRV,1989,Not categorized,HRV_1989
Croatia,HRV,1990,Not categorized,HRV_1990
Croatia,HRV,1991,Not categorized,HRV_1991
Croatia,HRV,1992,Lower-middle income,HRV_1992
Croatia,HRV,1993,Lower-middle income,HRV_1993
Croatia,HRV,1994,Lower-middle income,HRV_1994
Croatia,HRV,1995,Upper-middle income,HRV_1995
Croatia,HRV,1996,Upper-middle income,HRV_1996
Croatia,HRV,1997,Upper-middle income,HRV_1997
Croatia,HRV,1998,Upper-middle income,HRV_1998
Croatia,HRV,1999,Upper-middle income,HRV_1999
Croatia,HRV,2000,Upper-middle income,HRV_2000
Croatia,HRV,2001,Upper-middle income,HRV_2001
Croatia,HRV,2002,Upper-middle income,HRV_2002
Croatia,HRV,2003,Upper-middle income,HRV_2003
Croatia,HRV,2004,Upper-middle income,HRV_2004
Croatia,HRV,2005,Upper-middle income,HRV_2005
Croatia,HRV,2006,Upper-middle income,HRV_2006
Croatia,HRV,2007,Upper-middle income,HRV_2007
Croatia,HRV,2008,High income,HRV_2008
Croatia,HRV,2009,High income,HRV_2009
Croatia,HRV,2010,High income,HRV_2010
Croatia,HRV,2011,High income,HRV_2011
Croatia,HRV,2012,High income,HRV_2012
Croatia,HRV,2013,High income,HRV_2013
Croatia,HRV,2014,High income,HRV_2014
Croatia,HRV,2015,High income,HRV_2015
Croatia,HRV,2016,Upper-middle income,HRV_2016
Cuba,CUB,1987,Not categorized,CUB_1987
Cuba,CUB,1988,Not categorized,CUB_1988
Cuba,CUB,1989,Not categorized,CUB_1989
Cuba,CUB,1990,Lower-middle income,CUB_1990
Cuba,CUB,1991,Lower-middle income,CUB_1991
Cuba,CUB,1992,Lower-middle income,CUB_1992
Cuba,CUB,1993,Lower-middle income,CUB_1993
Cuba,CUB,1994,Lower-middle income,CUB_1994
Cuba,CUB,1995,Lower-middle income,CUB_1995
Cuba,CUB,1996,Lower-middle income,CUB_1996
Cuba,CUB,1997,Lower-middle income,CUB_1997
Cuba,CUB,1998,Lower-middle income,CUB_1998
Cuba,CUB,1999,Lower-middle income,CUB_1999
Cuba,CUB,2000,Lower-middle income,CUB_2000
Cuba,CUB,2001,Lower-middle income,CUB_2001
Cuba,CUB,2002,Lower-middle income,CUB_2002
Cuba,CUB,2003,Lower-middle income,CUB_2003
Cuba,CUB,2004,Lower-middle income,CUB_2004
Cuba,CUB,2005,Lower-middle income,CUB_2005
Cuba,CUB,2006,Lower-middle income,CUB_2006
Cuba,CUB,2007,Upper-middle income,CUB_2007
Cuba,CUB,2008,Upper-middle income,CUB_2008
Cuba,CUB,2009,Upper-middle income,CUB_2009
Cuba,CUB,2010,Upper-middle income,CUB_2010
Cuba,CUB,2011,Upper-middle income,CUB_2011
Cuba,CUB,2012,Upper-middle income,CUB_2012
Cuba,CUB,2013,Upper-middle income,CUB_2013
Cuba,CUB,2014,Upper-middle income,CUB_2014
Cuba,CUB,2015,Upper-middle income,CUB_2015
Cuba,CUB,2016,Upper-middle income,CUB_2016
Curacao,CUW,1987,Not categorized,CUW_1987
Curacao,CUW,1988,Not categorized,CUW_1988
Curacao,CUW,1989,Not categorized,CUW_1989
Curacao,CUW,1990,Not categorized,CUW_1990
Curacao,CUW,1991,Not categorized,CUW_1991
Curacao,CUW,1992,Not categorized,CUW_1992
Curacao,CUW,1993,Not categorized,CUW_1993
Curacao,CUW,1994,Not categorized,CUW_1994
Curacao,CUW,1995,Not categorized,CUW_1995
Curacao,CUW,1996,Not categorized,CUW_1996
Curacao,CUW,1997,Not categorized,CUW_1997
Curacao,CUW,1998,Not categorized,CUW_1998
Curacao,CUW,1999,Not categorized,CUW_1999
Curacao,CUW,2000,Not categorized,CUW_2000
Curacao,CUW,2001,Not categorized,CUW_2001
Curacao,CUW,2002,Not categorized,CUW_2002
Curacao,CUW,2003,Not categorized,CUW_2003
Curacao,CUW,2004,Not categorized,CUW_2004
Curacao,CUW,2005,Not categorized,CUW_2005
Curacao,CUW,2006,Not categorized,CUW_2006
Curacao,CUW,2007,Not categorized,CUW_2007
Curacao,CUW,2008,Not categorized,CUW_2008
Curacao,CUW,2009,Not categorized,CUW_2009
Curacao,CUW,2010,High income,CUW_2010
Curacao,CUW,2011,High income,CUW_2011
Curacao,CUW,2012,High income,CUW_2012
Curacao,CUW,2013,High income,CUW_2013
Curacao,CUW,2014,High income,CUW_2014
Curacao,CUW,2015,High income,CUW_2015
Curacao,CUW,2016,High income,CUW_2016
Cyprus,CYP,1987,Upper-middle income,CYP_1987
Cyprus,CYP,1988,High income,CYP_1988
Cyprus,CYP,1989,High income,CYP_1989
Cyprus,CYP,1990,High income,CYP_1990
Cyprus,CYP,1991,High income,CYP_1991
Cyprus,CYP,1992,High income,CYP_1992
Cyprus,CYP,1993,High income,CYP_1993
Cyprus,CYP,1994,High income,CYP_1994
Cyprus,CYP,1995,High income,CYP_1995
Cyprus,CYP,1996,High income,CYP_1996
Cyprus,CYP,1997,High income,CYP_1997
Cyprus,CYP,1998,High income,CYP_1998
Cyprus,CYP,1999,High income,CYP_1999
Cyprus,CYP,2000,High income,CYP_2000
Cyprus,CYP,2001,High income,CYP_2001
Cyprus,CYP,2002,High income,CYP_2002
Cyprus,CYP,2003,High income,CYP_2003
Cyprus,CYP,2004,High income,CYP_2004
Cyprus,CYP,2005,High income,CYP_2005
Cyprus,CYP,2006,High income,CYP_2006
Cyprus,CYP,2007,High income,CYP_2007
Cyprus,CYP,2008,High income,CYP_2008
Cyprus,CYP,2009,High income,CYP_2009
Cyprus,CYP,2010,High income,CYP_2010
Cyprus,CYP,2011,High income,CYP_2011
Cyprus,CYP,2012,High income,CYP_2012
Cyprus,CYP,2013,High income,CYP_2013
Cyprus,CYP,2014,High income,CYP_2014
Cyprus,CYP,2015,High income,CYP_2015
Cyprus,CYP,2016,High income,CYP_2016
Czech Republic,CZE,1987,Not categorized,CZE_1987
Czech Republic,CZE,1988,Not categorized,CZE_1988
Czech Republic,CZE,1989,Not categorized,CZE_1989
Czech Republic,CZE,1990,Not categorized,CZE_1990
Czech Republic,CZE,1991,Not categorized,CZE_1991
Czech Republic,CZE,1992,Lower-middle income,CZE_1992
Czech Republic,CZE,1993,Lower-middle income,CZE_1993
Czech Republic,CZE,1994,Upper-middle income,CZE_1994
Czech Republic,CZE,1995,Upper-middle income,CZE_1995
Czech Republic,CZE,1996,Upper-middle income,CZE_1996
Czech Republic,CZE,1997,Upper-middle income,CZE_1997
Czech Republic,CZE,1998,Upper-middle income,CZE_1998
Czech Republic,CZE,1999,Upper-middle income,CZE_1999
Czech Republic,CZE,2000,Upper-middle income,CZE_2000
Czech Republic,CZE,2001,Upper-middle income,CZE_2001
Czech Republic,CZE,2002,Upper-middle income,CZE_2002
Czech Republic,CZE,2003,Upper-middle income,CZE_2003
Czech Republic,CZE,2004,Upper-middle income,CZE_2004
Czech Republic,CZE,2005,Upper-middle income,CZE_2005
Czech Republic,CZE,2006,High income,CZE_2006
Czech Republic,CZE,2007,High income,CZE_2007
Czech Republic,CZE,2008,High income,CZE_2008
Czech Republic,CZE,2009,High income,CZE_2009
Czech Republic,CZE,2010,High income,CZE_2010
Czech Republic,CZE,2011,High income,CZE_2011
Czech Republic,CZE,2012,High income,CZE_2012
Czech Republic,CZE,2013,High income,CZE_2013
Czech Republic,CZE,2014,High income,CZE_2014
Czech Republic,CZE,2015,High income,CZE_2015
Czech Republic,CZE,2016,High income,CZE_2016
Czechoslovakia,OWID_CZS,1987,Not categorized,OWID_CZS_1987
Czechoslovakia,OWID_CZS,1988,Not categorized,OWID_CZS_1988
Czechoslovakia,OWID_CZS,1989,Not categorized,OWID_CZS_1989
Czechoslovakia,OWID_CZS,1990,Upper-middle income,OWID_CZS_1990
Czechoslovakia,OWID_CZS,1991,Upper-middle income,OWID_CZS_1991
Czechoslovakia,OWID_CZS,1992,Not categorized,OWID_CZS_1992
Czechoslovakia,OWID_CZS,1993,Not categorized,OWID_CZS_1993
Czechoslovakia,OWID_CZS,1994,Not categorized,OWID_CZS_1994
Czechoslovakia,OWID_CZS,1995,Not categorized,OWID_CZS_1995
Czechoslovakia,OWID_CZS,1996,Not categorized,OWID_CZS_1996
Czechoslovakia,OWID_CZS,1997,Not categorized,OWID_CZS_1997
Czechoslovakia,OWID_CZS,1998,Not categorized,OWID_CZS_1998
Czechoslovakia,OWID_CZS,1999,Not categorized,OWID_CZS_1999
Czechoslovakia,OWID_CZS,2000,Not categorized,OWID_CZS_2000
Czechoslovakia,OWID_CZS,2001,Not categorized,OWID_CZS_2001
Czechoslovakia,OWID_CZS,2002,Not categorized,OWID_CZS_2002
Czechoslovakia,OWID_CZS,2003,Not categorized,OWID_CZS_2003
Czechoslovakia,OWID_CZS,2004,Not categorized,OWID_CZS_2004
Czechoslovakia,OWID_CZS,2005,Not categorized,OWID_CZS_2005
Czechoslovakia,OWID_CZS,2006,Not categorized,OWID_CZS_2006
Czechoslovakia,OWID_CZS,2007,Not categorized,OWID_CZS_2007
Czechoslovakia,OWID_CZS,2008,Not categorized,OWID_CZS_2008
Czechoslovakia,OWID_CZS,2009,Not categorized,OWID_CZS_2009
Czechoslovakia,OWID_CZS,2010,Not categorized,OWID_CZS_2010
Czechoslovakia,OWID_CZS,2011,Not categorized,OWID_CZS_2011
Czechoslovakia,OWID_CZS,2012,Not categorized,OWID_CZS_2012
Czechoslovakia,OWID_CZS,2013,Not categorized,OWID_CZS_2013
Czechoslovakia,OWID_CZS,2014,Not categorized,OWID_CZS_2014
Czechoslovakia,OWID_CZS,2015,Not categorized,OWID_CZS_2015
Czechoslovakia,OWID_CZS,2016,Not categorized,OWID_CZS_2016
Democratic Republic of Congo,COD,1987,Low income,COD_1987
Democratic Republic of Congo,COD,1988,Low income,COD_1988
Democratic Republic of Congo,COD,1989,Low income,COD_1989
Democratic Republic of Congo,COD,1990,Low income,COD_1990
Democratic Republic of Congo,COD,1991,Low income,COD_1991
Democratic Republic of Congo,COD,1992,Low income,COD_1992
Democratic Republic of Congo,COD,1993,Low income,COD_1993
Democratic Republic of Congo,COD,1994,Low income,COD_1994
Democratic Republic of Congo,COD,1995,Low income,COD_1995
Democratic Republic of Congo,COD,1996,Low income,COD_1996
Democratic Republic of Congo,COD,1997,Low income,COD_1997
Democratic Republic of Congo,COD,1998,Low income,COD_1998
Democratic Republic of Congo,COD,1999,Low income,COD_1999
Democratic Republic of Congo,COD,2000,Low income,COD_2000
Democratic Republic of Congo,COD,2001,Low income,COD_2001
Democratic Republic of Congo,COD,2002,Low income,COD_2002
Democratic Republic of Congo,COD,2003,Low income,COD_2003
Democratic Republic of Congo,COD,2004,Low income,COD_2004
Democratic Republic of Congo,COD,2005,Low income,COD_2005
Democratic Republic of Congo,COD,2006,Low income,COD_2006
Democratic Republic of Congo,COD,2007,Low income,COD_2007
Democratic Republic of Congo,COD,2008,Low income,COD_2008
Democratic Republic of Congo,COD,2009,Low income,COD_2009
Democratic Republic of Congo,COD,2010,Low income,COD_2010
Democratic Republic of Congo,COD,2011,Low income,COD_2011
Democratic Republic of Congo,COD,2012,Low income,COD_2012
Democratic Republic of Congo,COD,2013,Low income,COD_2013
Democratic Republic of Congo,COD,2014,Low income,COD_2014
Democratic Republic of Congo,COD,2015,Low income,COD_2015
Democratic Republic of Congo,COD,2016,Low income,COD_2016
Denmark,DNK,1987,High income,DNK_1987
Denmark,DNK,1988,High income,DNK_1988
Denmark,DNK,1989,High income,DNK_1989
Denmark,DNK,1990,High income,DNK_1990
Denmark,DNK,1991,High income,DNK_1991
Denmark,DNK,1992,High income,DNK_1992
Denmark,DNK,1993,High income,DNK_1993
Denmark,DNK,1994,High income,DNK_1994
Denmark,DNK,1995,High income,DNK_1995
Denmark,DNK,1996,High income,DNK_1996
Denmark,DNK,1997,High income,DNK_1997
Denmark,DNK,1998,High income,DNK_1998
Denmark,DNK,1999,High income,DNK_1999
Denmark,DNK,2000,High income,DNK_2000
Denmark,DNK,2001,High income,DNK_2001
Denmark,DNK,2002,High income,DNK_2002
Denmark,DNK,2003,High income,DNK_2003
Denmark,DNK,2004,High income,DNK_2004
Denmark,DNK,2005,High income,DNK_2005
Denmark,DNK,2006,High income,DNK_2006
Denmark,DNK,2007,High income,DNK_2007
Denmark,DNK,2008,High income,DNK_2008
Denmark,DNK,2009,High income,DNK_2009
Denmark,DNK,2010,High income,DNK_2010
Denmark,DNK,2011,High income,DNK_2011
Denmark,DNK,2012,High income,DNK_2012
Denmark,DNK,2013,High income,DNK_2013
Denmark,DNK,2014,High income,DNK_2014
Denmark,DNK,2015,High income,DNK_2015
Denmark,DNK,2016,High income,DNK_2016
Djibouti,DJI,1987,Not categorized,DJI_1987
Djibouti,DJI,1988,Not categorized,DJI_1988
Djibouti,DJI,1989,Not categorized,DJI_1989
Djibouti,DJI,1990,Lower-middle income,DJI_1990
Djibouti,DJI,1991,Lower-middle income,DJI_1991
Djibouti,DJI,1992,Lower-middle income,DJI_1992
Djibouti,DJI,1993,Lower-middle income,DJI_1993
Djibouti,DJI,1994,Lower-middle income,DJI_1994
Djibouti,DJI,1995,Lower-middle income,DJI_1995
Djibouti,DJI,1996,Lower-middle income,DJI_1996
Djibouti,DJI,1997,Lower-middle income,DJI_1997
Djibouti,DJI,1998,Lower-middle income,DJI_1998
Djibouti,DJI,1999,Lower-middle income,DJI_1999
Djibouti,DJI,2000,Lower-middle income,DJI_2000
Djibouti,DJI,2001,Lower-middle income,DJI_2001
Djibouti,DJI,2002,Lower-middle income,DJI_2002
Djibouti,DJI,2003,Lower-middle income,DJI_2003
Djibouti,DJI,2004,Lower-middle income,DJI_2004
Djibouti,DJI,2005,Lower-middle income,DJI_2005
Djibouti,DJI,2006,Lower-middle income,DJI_2006
Djibouti,DJI,2007,Lower-middle income,DJI_2007
Djibouti,DJI,2008,Lower-middle income,DJI_2008
Djibouti,DJI,2009,Lower-middle income,DJI_2009
Djibouti,DJI,2010,Lower-middle income,DJI_2010
Djibouti,DJI,2011,Lower-middle income,DJI_2011
Djibouti,DJI,2012,Lower-middle income,DJI_2012
Djibouti,DJI,2013,Lower-middle income,DJI_2013
Djibouti,DJI,2014,Lower-middle income,DJI_2014
Djibouti,DJI,2015,Lower-middle income,DJI_2015
Djibouti,DJI,2016,Lower-middle income,DJI_2016
Dominica,DMA,1987,Lower-middle income,DMA_1987
Dominica,DMA,1988,Lower-middle income,DMA_1988
Dominica,DMA,1989,Lower-middle income,DMA_1989
Dominica,DMA,1990,Lower-middle income,DMA_1990
Dominica,DMA,1991,Lower-middle income,DMA_1991
Dominica,DMA,1992,Lower-middle income,DMA_1992
Dominica,DMA,1993,Lower-middle income,DMA_1993
Dominica,DMA,1994,Lower-middle income,DMA_1994
Dominica,DMA,1995,Lower-middle income,DMA_1995
Dominica,DMA,1996,Lower-middle income,DMA_1996
Dominica,DMA,1997,Lower-middle income,DMA_1997
Dominica,DMA,1998,Lower-middle income,DMA_1998
Dominica,DMA,1999,Upper-middle income,DMA_1999
Dominica,DMA,2000,Upper-middle income,DMA_2000
Dominica,DMA,2001,Upper-middle income,DMA_2001
Dominica,DMA,2002,Upper-middle income,DMA_2002
Dominica,DMA,2003,Upper-middle income,DMA_2003
Dominica,DMA,2004,Upper-middle income,DMA_2004
Dominica,DMA,2005,Upper-middle income,DMA_2005
Dominica,DMA,2006,Upper-middle income,DMA_2006
Dominica,DMA,2007,Upper-middle income,DMA_2007
Dominica,DMA,2008,Upper-middle income,DMA_2008
Dominica,DMA,2009,Upper-middle income,DMA_2009
Dominica,DMA,2010,Upper-middle income,DMA_2010
Dominica,DMA,2011,Upper-middle income,DMA_2011
Dominica,DMA,2012,Upper-middle income,DMA_2012
Dominica,DMA,2013,Upper-middle income,DMA_2013
Dominica,DMA,2014,Upper-middle income,DMA_2014
Dominica,DMA,2015,Upper-middle income,DMA_2015
Dominica,DMA,2016,Upper-middle income,DMA_2016
Dominican Republic,DOM,1987,Lower-middle income,DOM_1987
Dominican Republic,DOM,1988,Lower-middle income,DOM_1988
Dominican Republic,DOM,1989,Lower-middle income,DOM_1989
Dominican Republic,DOM,1990,Lower-middle income,DOM_1990
Dominican Republic,DOM,1991,Lower-middle income,DOM_1991
Dominican Republic,DOM,1992,Lower-middle income,DOM_1992
Dominican Republic,DOM,1993,Lower-middle income,DOM_1993
Dominican Republic,DOM,1994,Lower-middle income,DOM_1994
Dominican Republic,DOM,1995,Lower-middle income,DOM_1995
Dominican Republic,DOM,1996,Lower-middle income,DOM_1996
Dominican Republic,DOM,1997,Lower-middle income,DOM_1997
Dominican Republic,DOM,1998,Lower-middle income,DOM_1998
Dominican Republic,DOM,1999,Lower-middle income,DOM_1999
Dominican Republic,DOM,2000,Lower-middle income,DOM_2000
Dominican Republic,DOM,2001,Lower-middle income,DOM_2001
Dominican Republic,DOM,2002,Lower-middle income,DOM_2002
Dominican Republic,DOM,2003,Lower-middle income,DOM_2003
Dominican Republic,DOM,2004,Lower-middle income,DOM_2004
Dominican Republic,DOM,2005,Lower-middle income,DOM_2005
Dominican Republic,DOM,2006,Lower-middle income,DOM_2006
Dominican Republic,DOM,2007,Lower-middle income,DOM_2007
Dominican Republic,DOM,2008,Upper-middle income,DOM_2008
Dominican Republic,DOM,2009,Upper-middle income,DOM_2009
Dominican Republic,DOM,2010,Upper-middle income,DOM_2010
Dominican Republic,DOM,2011,Upper-middle income,DOM_2011
Dominican Republic,DOM,2012,Upper-middle income,DOM_2012
Dominican Republic,DOM,2013,Upper-middle income,DOM_2013
Dominican Republic,DOM,2014,Upper-middle income,DOM_2014
Dominican Republic,DOM,2015,Upper-middle income,DOM_2015
Dominican Republic,DOM,2016,Upper-middle income,DOM_2016
Ecuador,ECU,1987,Lower-middle income,ECU_1987
Ecuador,ECU,1988,Lower-middle income,ECU_1988
Ecuador,ECU,1989,Lower-middle income,ECU_1989
Ecuador,ECU,1990,Lower-middle income,ECU_1990
Ecuador,ECU,1991,Lower-middle income,ECU_1991
Ecuador,ECU,1992,Lower-middle income,ECU_1992
Ecuador,ECU,1993,Lower-middle income,ECU_1993
Ecuador,ECU,1994,Lower-middle income,ECU_1994
Ecuador,ECU,1995,Lower-middle income,ECU_1995
Ecuador,ECU,1996,Lower-middle income,ECU_1996
Ecuador,ECU,1997,Lower-middle income,ECU_1997
Ecuador,ECU,1998,Lower-middle income,ECU_1998
Ecuador,ECU,1999,Lower-middle income,ECU_1999
Ecuador,ECU,2000,Lower-middle income,ECU_2000
Ecuador,ECU,2001,Lower-middle income,ECU_2001
Ecuador,ECU,2002,Lower-middle income,ECU_2002
Ecuador,ECU,2003,Lower-middle income,ECU_2003
Ecuador,ECU,2004,Lower-middle income,ECU_2004
Ecuador,ECU,2005,Lower-middle income,ECU_2005
Ecuador,ECU,2006,Lower-middle income,ECU_2006
Ecuador,ECU,2007,Lower-middle income,ECU_2007
Ecuador,ECU,2008,Lower-middle income,ECU_2008
Ecuador,ECU,2009,Lower-middle income,ECU_2009
Ecuador,ECU,2010,Upper-middle income,ECU_2010
Ecuador,ECU,2011,Upper-middle income,ECU_2011
Ecuador,ECU,2012,Upper-middle income,ECU_2012
Ecuador,ECU,2013,Upper-middle income,ECU_2013
Ecuador,ECU,2014,Upper-middle income,ECU_2014
Ecuador,ECU,2015,Upper-middle income,ECU_2015
Ecuador,ECU,2016,Upper-middle income,ECU_2016
Egypt,EGY,1987,Lower-middle income,EGY_1987
Egypt,EGY,1988,Lower-middle income,EGY_1988
Egypt,EGY,1989,Lower-middle income,EGY_1989
Egypt,EGY,1990,Low income,EGY_1990
Egypt,EGY,1991,Low income,EGY_1991
Egypt,EGY,1992,Low income,EGY_1992
Egypt,EGY,1993,Low income,EGY_1993
Egypt,EGY,1994,Low income,EGY_1994
Egypt,EGY,1995,Lower-middle income,EGY_1995
Egypt,EGY,1996,Lower-middle income,EGY_1996
Egypt,EGY,1997,Lower-middle income,EGY_1997
Egypt,EGY,1998,Lower-middle income,EGY_1998
Egypt,EGY,1999,Lower-middle income,EGY_1999
Egypt,EGY,2000,Lower-middle income,EGY_2000
Egypt,EGY,2001,Lower-middle income,EGY_2001
Egypt,EGY,2002,Lower-middle income,EGY_2002
Egypt,EGY,2003,Lower-middle income,EGY_2003
Egypt,EGY,2004,Lower-middle income,EGY_2004
Egypt,EGY,2005,Lower-middle income,EGY_2005
Egypt,EGY,2006,Lower-middle income,EGY_2006
Egypt,EGY,2007,Lower-middle income,EGY_2007
Egypt,EGY,2008,Lower-middle income,EGY_2008
Egypt,EGY,2009,Lower-middle income,EGY_2009
Egypt,EGY,2010,Lower-middle income,EGY_2010
Egypt,EGY,2011,Lower-middle income,EGY_2011
Egypt,EGY,2012,Lower-middle income,EGY_2012
Egypt,EGY,2013,Lower-middle income,EGY_2013
Egypt,EGY,2014,Lower-middle income,EGY_2014
Egypt,EGY,2015,Lower-middle income,EGY_2015
Egypt,EGY,2016,Lower-middle income,EGY_2016
El Salvador,SLV,1987,Lower-middle income,SLV_1987
El Salvador,SLV,1988,Lower-middle income,SLV_1988
El Salvador,SLV,1989,Lower-middle income,SLV_1989
El Salvador,SLV,1990,Lower-middle income,SLV_1990
El Salvador,SLV,1991,Lower-middle income,SLV_1991
El Salvador,SLV,1992,Lower-middle income,SLV_1992
El Salvador,SLV,1993,Lower-middle income,SLV_1993
El Salvador,SLV,1994,Lower-middle income,SLV_1994
El Salvador,SLV,1995,Lower-middle income,SLV_1995
El Salvador,SLV,1996,Lower-middle income,SLV_1996
El Salvador,SLV,1997,Lower-middle income,SLV_1997
El Salvador,SLV,1998,Lower-middle income,SLV_1998
El Salvador,SLV,1999,Lower-middle income,SLV_1999
El Salvador,SLV,2000,Lower-middle income,SLV_2000
El Salvador,SLV,2001,Lower-middle income,SLV_2001
El Salvador,SLV,2002,Lower-middle income,SLV_2002
El Salvador,SLV,2003,Lower-middle income,SLV_2003
El Salvador,SLV,2004,Lower-middle income,SLV_2004
El Salvador,SLV,2005,Lower-middle income,SLV_2005
El Salvador,SLV,2006,Lower-middle income,SLV_2006
El Salvador,SLV,2007,Lower-middle income,SLV_2007
El Salvador,SLV,2008,Lower-middle income,SLV_2008
El Salvador,SLV,2009,Lower-middle income,SLV_2009
El Salvador,SLV,2010,Lower-middle income,SLV_2010
El Salvador,SLV,2011,Lower-middle income,SLV_2011
El Salvador,SLV,2012,Lower-middle income,SLV_2012
El Salvador,SLV,2013,Lower-middle income,SLV_2013
El Salvador,SLV,2014,Lower-middle income,SLV_2014
El Salvador,SLV,2015,Lower-middle income,SLV_2015
El Salvador,SLV,2016,Lower-middle income,SLV_2016
Equatorial Guinea,GNQ,1987,Low income,GNQ_1987
Equatorial Guinea,GNQ,1988,Low income,GNQ_1988
Equatorial Guinea,GNQ,1989,Low income,GNQ_1989
Equatorial Guinea,GNQ,1990,Low income,GNQ_1990
Equatorial Guinea,GNQ,1991,Low income,GNQ_1991
Equatorial Guinea,GNQ,1992,Low income,GNQ_1992
Equatorial Guinea,GNQ,1993,Low income,GNQ_1993
Equatorial Guinea,GNQ,1994,Low income,GNQ_1994
Equatorial Guinea,GNQ,1995,Low income,GNQ_1995
Equatorial Guinea,GNQ,1996,Low income,GNQ_1996
Equatorial Guinea,GNQ,1997,Lower-middle income,GNQ_1997
Equatorial Guinea,GNQ,1998,Lower-middle income,GNQ_1998
Equatorial Guinea,GNQ,1999,Lower-middle income,GNQ_1999
Equatorial Guinea,GNQ,2000,Lower-middle income,GNQ_2000
Equatorial Guinea,GNQ,2001,Low income,GNQ_2001
Equatorial Guinea,GNQ,2002,Low income,GNQ_2002
Equatorial Guinea,GNQ,2003,Low income,GNQ_2003
Equatorial Guinea,GNQ,2004,Upper-middle income,GNQ_2004
Equatorial Guinea,GNQ,2005,Upper-middle income,GNQ_2005
Equatorial Guinea,GNQ,2006,Upper-middle income,GNQ_2006
Equatorial Guinea,GNQ,2007,High income,GNQ_2007
Equatorial Guinea,GNQ,2008,High income,GNQ_2008
Equatorial Guinea,GNQ,2009,High income,GNQ_2009
Equatorial Guinea,GNQ,2010,High income,GNQ_2010
Equatorial Guinea,GNQ,2011,High income,GNQ_2011
Equatorial Guinea,GNQ,2012,High income,GNQ_2012
Equatorial Guinea,GNQ,2013,High income,GNQ_2013
Equatorial Guinea,GNQ,2014,High income,GNQ_2014
Equatorial Guinea,GNQ,2015,Upper-middle income,GNQ_2015
Equatorial Guinea,GNQ,2016,Upper-middle income,GNQ_2016
Eritrea,ERI,1987,Not categorized,ERI_1987
Eritrea,ERI,1988,Not categorized,ERI_1988
Eritrea,ERI,1989,Not categorized,ERI_1989
Eritrea,ERI,1990,Not categorized,ERI_1990
Eritrea,ERI,1991,Not categorized,ERI_1991
Eritrea,ERI,1992,Low income,ERI_1992
Eritrea,ERI,1993,Low income,ERI_1993
Eritrea,ERI,1994,Low income,ERI_1994
Eritrea,ERI,1995,Low income,ERI_1995
Eritrea,ERI,1996,Low income,ERI_1996
Eritrea,ERI,1997,Low income,ERI_1997
Eritrea,ERI,1998,Low income,ERI_1998
Eritrea,ERI,1999,Low income,ERI_1999
Eritrea,ERI,2000,Low income,ERI_2000
Eritrea,ERI,2001,Low income,ERI_2001
Eritrea,ERI,2002,Low income,ERI_2002
Eritrea,ERI,2003,Low income,ERI_2003
Eritrea,ERI,2004,Low income,ERI_2004
